,lng,lat
316,3.075,43.691666
317,4.466667,50.066666
318,3.091667,43.5
319,3.366667,43.591667
320,-4.483333,48.400002
321,62.0,34.633331
322,62.0,34.633331
323,62.0,34.633331
324,62.0,34.633331
325,126.077782,-18.731388
326,126.077782,-18.731388
327,126.077782,-18.731388
328,-78.762802,39.652802
329,-4.212,50.612
330,8.8,51.366669
331,8.8,51.366669
332,102.699997,41.616669
333,102.683334,41.650002
334,4.5,50.066666
335,57.066666,30.866667
336,4.559722,50.078888
337,4.559722,50.078888
338,4.559722,50.078888
339,72.166664,36.191666
340,68.349998,34.349998
341,57.066666,30.866667
342,3.075,43.691666
343,4.5,44.0
344,3.0875,43.504166
345,85.51667,55.450001
346,3.366667,43.591667
347,62.0,34.633331
348,-74.113998,41.349998
349,14.333333,49.5
350,-76.916664,40.333332
351,-77.166664,40.333332
352,-77.166664,40.416668
353,-77.166664,40.416668
354,-77.166664,40.416668
355,-77.166664,40.416668
356,-77.166664,40.416668
357,-77.166664,40.416668
358,-77.0,40.416668
359,-77.0,40.416668
360,-74.870003,42.52
361,-76.730003,42.669998
362,-76.730003,42.669998
363,-76.730003,42.669998
364,-76.730003,42.669998
365,-75.57,42.68
366,-75.459999,42.68
367,-77.830002,42.77
368,-76.987503,42.775002
369,-76.987503,42.775002
370,-75.566109,42.788055
371,-75.800003,42.790001
372,-75.269722,42.791111
373,-76.691666,42.799999
374,-74.938889,42.808334
375,-75.910004,42.810001
376,-75.103333,42.818611
377,-75.779999,42.830002
378,-75.01667,42.833332
379,-75.577782,42.845833
380,-75.175003,42.845833
381,-78.64167,42.849998
382,-78.366669,42.849998
383,-76.150002,42.858334
384,-76.14167,42.862499
385,-76.14167,42.862499
386,-76.14167,42.862499
387,-75.424164,42.863335
388,-75.556946,42.873611
389,-75.366669,42.883331
390,-75.522224,42.884724
391,-75.570831,42.887501
392,-76.466667,42.900002
393,-75.604164,42.904167
394,-75.994446,42.93111
395,-75.994446,42.93111
396,-75.994446,42.93111
397,-76.25,42.9375
398,-76.25,42.9375
399,-76.07222,42.941666
400,-76.429169,42.945831
401,-75.883331,42.954166
402,-76.441666,42.970833
403,-76.341667,42.983334
404,-75.854164,42.983334
405,-75.410553,43.0
406,10.8,51.766666
407,-83.716667,41.716667
408,-106.440002,32.759998
409,-84.083336,37.716667
410,-76.916664,40.333332
411,-77.166664,40.416668
412,-77.166664,40.416668
413,-77.166664,40.416668
414,-77.166664,40.416668
415,-77.0,40.416668
416,-77.0,40.416668
417,-77.0,40.416668
418,-76.916664,40.5
419,-83.0,41.0
420,-83.0,41.0
421,-84.849998,41.119999
422,-84.849998,41.119999
423,-84.849998,41.119999
424,-84.849998,41.119999
425,-84.849998,41.119999
426,-84.849998,41.119999
427,-84.849998,41.119999
428,-84.849998,41.119999
429,-84.849998,41.119999
430,-84.849998,41.119999
431,-84.849998,41.119999
432,-83.716667,41.716667
433,-83.716667,41.716667
434,-83.716667,41.716667
435,-83.716667,41.716667
436,-83.716667,41.716667
437,-83.716667,41.716667
438,-83.716667,41.716667
439,-83.716667,41.716667
440,-83.716667,41.716667
441,-83.716667,41.716667
442,-90.230003,41.830002
443,-90.230003,41.830002
444,-90.230003,41.830002
445,-83.599998,42.133331
446,-74.480003,42.470001
447,-76.529999,42.529999
448,-74.809998,42.529999
449,-74.809998,42.540001
450,-75.339996,42.560001
451,-75.059998,42.580002
452,-75.18,42.59
453,-75.339996,42.599998
454,-75.339996,42.599998
455,-75.540001,42.599998
456,-75.370003,42.619999
457,-75.410004,42.619999
458,-75.169998,42.639999
459,-75.43,42.650002
460,-75.379997,42.66
461,-75.379997,42.66
462,-75.589996,42.669998
463,-75.589996,42.669998
464,-75.589996,42.669998
465,-75.480003,42.669998
466,-76.949997,42.669998
467,-76.739998,42.68
468,-75.57,42.68
469,-75.580002,42.68
470,-75.580002,42.68
471,-75.459999,42.68
472,-75.57,42.68
473,-75.599998,42.689999
474,-75.599998,42.689999
475,-75.610001,42.689999
476,-78.945831,42.700001
477,-75.629997,42.700001
478,-75.43,42.700001
479,-78.9375,42.712502
480,-75.509003,42.733002
481,-77.010002,42.75
482,-77.010002,42.75
483,-77.150002,42.75
484,-77.150002,42.75
485,-78.645279,42.760555
486,-78.645279,42.760555
487,-78.645279,42.760555
488,-77.830002,42.77
489,-76.987503,42.775002
490,-76.987503,42.775002
491,-76.987503,42.775002
492,-76.987503,42.775002
493,-76.987503,42.775002
494,-76.987503,42.775002
495,-78.861,42.778999
496,-77.330002,42.779999
497,-78.791664,42.783333
498,-78.791664,42.783333
499,-78.791664,42.783333
500,-78.791664,42.783333
501,-75.800003,42.790001
502,-75.800003,42.790001
503,-75.800003,42.790001
504,-78.847221,42.797222
505,-78.847221,42.797222
506,-78.847221,42.797222
507,-76.691666,42.799999
508,-77.26667,42.799999
509,-77.26667,42.799999
510,-77.26667,42.799999
511,-77.26667,42.799999
512,-77.26667,42.799999
513,-77.26667,42.799999
514,-77.26667,42.799999
515,-77.26667,42.799999
516,-77.25,42.799999
517,-77.89917,42.809723
518,-75.910004,42.810001
519,-75.910004,42.810001
520,-75.910004,42.810001
521,-75.910004,42.810001
522,-75.910004,42.810001
523,-75.910004,42.810001
524,-75.910004,42.810001
525,-75.910004,42.810001
526,-78.680557,42.816666
527,-78.680557,42.816666
528,-77.57,42.82
529,-75.779999,42.830002
530,-75.779999,42.830002
531,-75.779999,42.830002
532,-75.779999,42.830002
533,-75.779999,42.830002
534,-77.837502,42.830555
535,-77.837502,42.830555
536,-77.837502,42.830555
537,-77.837502,42.830555
538,-77.837502,42.830555
539,-78.64167,42.849998
540,-78.64167,42.849998
541,-78.64167,42.849998
542,-78.64167,42.849998
543,-78.64167,42.849998
544,-78.64167,42.849998
545,-78.64167,42.849998
546,-78.64167,42.849998
547,-78.64167,42.849998
548,-78.64167,42.849998
549,-78.64167,42.849998
550,-78.64167,42.849998
551,-78.64167,42.849998
552,-78.64167,42.849998
553,-78.64167,42.849998
554,-78.64167,42.849998
555,-78.64167,42.849998
556,-78.644447,42.849998
557,-78.644447,42.849998
558,-78.366669,42.849998
559,-78.366669,42.849998
560,-78.366669,42.849998
561,-78.640556,42.850834
562,-76.150002,42.858334
563,-76.150002,42.858334
564,-76.150002,42.858334
565,-76.150002,42.858334
566,-76.14167,42.862499
567,-75.89167,42.864166
568,-75.89167,42.864166
569,-78.566666,42.883331
570,-78.566666,42.883331
571,-78.043053,42.897221
572,-76.466667,42.900002
573,-76.466667,42.900002
574,-75.604164,42.904167
575,-78.484001,42.911999
576,-76.21389,42.916668
577,-76.21389,42.916668
578,-76.212502,42.929169
579,-76.212502,42.929169
580,-75.994446,42.93111
581,-75.994446,42.93111
582,-76.25,42.9375
583,-76.25,42.9375
584,-76.25,42.9375
585,-76.07222,42.941666
586,-76.07222,42.941666
587,-76.07222,42.941666
588,-76.429169,42.945831
589,-76.429169,42.945831
590,-75.883331,42.954166
591,-78.133331,42.962502
592,-78.133331,42.962502
593,-78.133331,42.962502
594,-78.133331,42.962502
595,-78.133331,42.962502
596,-78.133331,42.962502
597,-76.441666,42.970833
598,-76.341667,42.983334
599,-76.341667,42.983334
600,-83.0,41.0
601,-83.0,41.0
602,-79.0,43.0
603,-79.0,43.0
604,-79.0,43.0
605,-79.0,43.0
606,6.670278,50.224445
607,144.766663,-19.445833
608,144.676392,-19.547222
609,-83.333336,45.150002
610,-91.0,42.0
611,-91.0,42.0
612,-85.383331,45.216667
613,-79.300003,42.900002
614,-74.113998,41.349998
615,-79.300003,42.900002
616,-79.300003,42.900002
617,-81.783333,43.083332
618,-84.5,45.650002
619,-90.664398,39.115501
620,-84.849998,41.119999
621,-84.849998,41.119999
622,-83.73333,41.683334
623,-83.716667,41.716667
624,-83.716667,41.716667
625,-83.716667,41.716667
626,-83.51667,45.083332
627,-83.51667,45.083332
628,-83.333336,45.150002
629,-83.425003,45.0625
630,-83.51667,45.083332
631,-83.385597,45.203899
632,-83.432777,45.061668
633,-90.230003,41.830002
634,-75.339996,42.599998
635,-76.730003,42.669998
636,-78.945831,42.700001
637,-77.830002,42.77
638,-75.800003,42.790001
639,-75.800003,42.790001
640,-75.800003,42.790001
641,-77.89917,42.809723
642,-75.779999,42.830002
643,-75.779999,42.830002
644,-75.779999,42.830002
645,-83.412498,45.070831
646,-83.432777,45.061668
647,-83.51667,45.083332
648,-90.664398,39.115501
649,-84.5,45.650002
650,52.0,72.0
651,-83.716667,41.716667
652,-83.716667,41.716667
653,-83.716667,41.716667
654,-83.333336,45.150002
655,21.027779,50.883331
656,-4.290144,31.317188
657,-90.230003,41.830002
658,-90.230003,41.830002
659,-79.300003,42.900002
660,1.766667,50.833332
661,1.766667,50.833332
662,-117.333336,75.366669
663,6.753686,50.312981
664,6.566667,50.533333
665,4.48,50.049999
666,6.65,50.433334
667,6.65,50.433334
668,6.733333,50.483334
669,6.716667,50.483334
670,52.0,72.0
671,-4.290144,31.317188
672,6.75,50.333332
673,-4.290144,31.317188
674,-4.513889,48.299999
675,-4.483333,48.400002
676,-75.379997,42.66
677,-75.800003,42.790001
678,-75.800003,42.790001
679,-75.779999,42.830002
680,-75.779999,42.830002
681,-75.779999,42.830002
682,-117.333336,75.366669
683,-85.383331,45.216667
684,10.8,51.766666
685,-78.103996,42.93
686,-72.416664,10.583333
687,55.349998,36.833332
688,-72.416664,10.583333
689,-72.416664,10.583333
690,-4.4625,31.391666
691,3.075,43.479168
692,3.366667,43.591667
693,3.366667,43.566666
694,5.1775,50.09
695,4.837778,50.120556
696,4.837778,50.120556
697,144.673615,-19.522223
698,-72.416664,10.583333
699,5.1775,50.09
700,4.48,50.049999
701,4.48,50.049999
702,17.25,49.566666
703,5.1775,50.09
704,4.837778,50.120556
705,4.837778,50.120556
706,4.837778,50.120556
707,3.075,43.479168
708,3.366667,43.566666
709,4.5,44.0
710,-85.744164,38.282223
711,-85.744164,38.282223
712,-85.744164,38.282223
713,-83.745003,41.698612
714,-85.744164,38.282223
715,-85.744164,38.282223
716,-85.744164,38.282223
717,-85.744164,38.282223
718,-83.745003,41.698612
719,-85.744164,38.282223
720,-85.744164,38.282223
721,-85.744164,38.282223
722,-83.745003,41.698612
723,-4.468056,50.429169
724,-6.703056,29.705
725,-6.705556,29.751389
726,19.525,-33.275002
727,19.508333,-33.358334
728,19.816668,-33.5
729,24.741667,-33.516666
730,-41.416668,-6.333333
731,-41.516666,-6.25
732,-41.5,-6.916667
733,-41.650002,-7.083333
734,-83.179169,40.208332
735,6.698333,50.218887
736,8.037477,51.290977
737,-4.066667,31.383333
738,14.333333,49.5
739,14.333333,49.5
740,14.333333,49.5
741,14.433333,50.083332
742,-68.0,-15.5
743,-75.536942,42.744446
744,-75.536392,42.7575
745,-75.581108,42.888611
746,-75.551392,42.925835
747,-76.085281,42.982224
748,-76.340553,42.982498
749,14.333333,49.5
750,14.333333,49.5
751,14.333333,49.5
752,-4.066667,31.383333
753,-4.5,31.75
754,6.645556,50.439445
755,-4.468611,31.533333
756,-4.539444,30.611668
757,5.264444,50.156944
758,6.698333,50.218887
759,8.037477,51.290977
760,4.702778,50.094444
761,-4.539444,30.611668
762,-4.539444,30.611668
763,-81.283333,43.983334
764,6.698333,50.218887
765,8.037477,51.290977
766,4.606667,50.071388
767,-82.708336,41.450001
768,-83.183334,42.166668
769,-6.703056,29.705
770,-6.705556,29.751389
771,5.1775,50.09
772,5.1775,50.09
773,5.1775,50.09
774,-2.241389,30.081112
775,-6.703056,29.705
776,-6.705556,29.751389
777,-11.75,25.666668
778,-11.25,26.65
779,-11.25,26.65
780,-10.5,26.75
781,-5.833333,30.366667
782,-85.752502,38.412224
783,-73.998055,41.974724
784,-74.046112,42.514721
785,-74.33139,42.601944
786,-74.33139,42.601944
787,-75.536942,42.744446
788,-76.768333,42.754166
789,-76.47361,42.755554
790,-76.47361,42.755554
791,-75.536392,42.7575
792,-76.971107,42.758331
793,-77.285004,42.816666
794,-76.330833,42.837223
795,-77.82917,42.850555
796,-76.508614,42.860279
797,-77.698059,42.885834
798,-75.581108,42.888611
799,-76.12722,42.891388
800,-76.140282,42.891666
801,-76.285278,42.899723
802,-76.221664,42.904446
803,-76.219719,42.926666
804,-76.073334,42.928055
805,-76.085281,42.982224
806,-76.340553,42.982498
807,-76.711113,42.724724
808,-76.710556,42.727501
809,-76.702499,42.753056
810,-76.709999,42.769444
811,-76.753891,42.894722
812,6.698333,50.218887
813,4.702778,50.094444
814,5.1775,50.09
815,-2.231944,30.073334
816,-2.241389,30.081112
817,-2.241389,30.081112
818,-2.231944,30.073334
819,-83.816666,45.416668
820,-6.703056,29.705
821,-6.705556,29.751389
822,14.333333,49.5
823,14.433333,50.083332
824,-2.231944,30.073334
825,-2.231944,30.073334
826,-2.241389,30.081112
827,-2.241389,30.081112
828,-4.5,31.75
829,-5.266667,34.933334
830,-78.526108,39.257778
831,-83.179169,40.208332
832,-83.179169,40.208332
833,-74.083336,42.650002
834,-74.924721,42.700558
835,-74.333336,42.783333
836,-78.25,42.916668
837,-76.166664,42.950001
838,-76.166664,42.950001
839,-76.166664,42.950001
840,-76.166664,42.950001
841,-76.166664,42.950001
842,-76.166664,42.950001
843,-78.738052,42.96389
844,-76.0,43.0
845,-76.0,43.0
846,-82.708336,41.416668
847,-74.083336,42.650002
848,-74.333336,42.783333
849,-82.708336,41.416668
850,-77.698059,42.885834
851,-76.710556,42.727501
852,14.333333,49.5
853,14.333333,49.5
854,-128.766663,65.275002
855,-128.766663,65.275002
856,-86.216667,40.724998
857,-100.599998,73.5
858,4.606667,50.071388
859,5.264444,50.156944
860,6.698333,50.218887
861,6.698333,50.218887
862,-7.8,32.650002
863,-4.066667,31.383333
864,-4.5,31.75
865,-83.404442,45.073891
866,-83.404442,45.073891
867,-74.083336,42.650002
868,-83.183334,42.166668
869,-83.283302,42.250599
870,-99.300003,76.300003
871,-99.300003,76.300003
872,-99.300003,76.300003
873,-99.300003,76.300003
874,-133.574997,65.45417
875,-133.574997,65.45417
876,-99.300003,76.300003
877,-82.916664,41.133331
878,-83.816666,45.416668
879,5.1775,50.09
880,-74.879997,42.799999
881,-75.0,41.0
882,-83.73333,41.683334
883,-83.183334,42.166668
884,-132.358994,55.493
885,-132.358994,55.493
886,-135.074005,57.875999
887,-83.816666,45.416668
888,4.48,50.049999
889,4.48,50.049999
890,7.75,51.049999
891,102.633331,41.633331
892,102.699997,41.650002
893,102.75,41.616669
894,-6.703056,29.705
895,6.666667,50.216667
896,17.25,49.566666
897,5.1775,50.09
898,102.75,41.616669
899,102.75,41.616669
900,102.75,41.616669
901,102.683334,41.650002
902,102.683334,41.650002
903,102.683334,41.650002
904,102.699997,41.650002
905,102.699997,41.650002
906,102.699997,41.650002
907,14.333333,49.5
908,14.333333,49.5
909,-4.066667,31.383333
910,-128.766663,65.275002
911,-129.96666,65.333336
912,-133.46666,68.166664
913,-127.150002,68.541664
914,6.698333,50.218887
915,6.666667,50.224998
916,8.037477,51.290977
917,5.1775,50.09
918,-7.8,32.650002
919,-115.216667,73.166664
920,64.764999,41.259998
921,6.666667,50.216667
922,-4.483333,48.400002
923,-81.283333,43.983334
924,-81.283333,43.983334
925,-81.283333,43.983334
926,-86.216667,40.724998
927,-76.768333,42.754166
928,-76.971107,42.758331
929,-76.140282,42.891666
930,-76.711113,42.724724
931,-76.710556,42.727501
932,-6.85,34.033333
933,24.741667,-33.516666
934,-129.96666,65.333336
935,-131.350006,65.400002
936,-131.766663,65.75
937,-127.433334,65.466667
938,-131.766663,65.75
939,17.0,50.0
940,17.0,50.0
941,-4.066667,31.383333
942,-4.066667,31.383333
943,-4.066667,31.383333
944,-5.266667,34.933334
945,-81.283333,43.983334
946,-81.283333,43.983334
947,-81.283333,43.983334
948,-85.752502,38.412224
949,-86.216667,40.724998
950,144.679169,-19.320833
951,-92.800003,76.366669
952,102.633331,41.633331
953,102.633331,41.633331
954,102.633331,41.633331
955,66.128891,40.468887
956,4.702778,50.094444
957,6.666667,50.216667
958,6.758889,50.341946
959,6.758889,50.341946
960,-4.066667,31.383333
961,-4.5,31.75
962,-4.916667,34.566666
963,6.758889,50.341946
964,-6.703056,29.705
965,-6.705556,29.751389
966,-6.703056,29.705
967,-6.705556,29.751389
968,-7.054167,29.927778
969,-4.895833,31.086111
970,-7.054167,29.927778
971,9.115,51.099998
972,-4.066667,31.383333
973,21.071112,51.036945
974,4.702778,50.094444
975,5.1775,50.09
976,-4.066667,31.383333
977,14.333333,49.5
978,14.333333,49.5
979,3.367778,43.573334
980,3.366667,43.591667
981,3.075,43.479168
982,3.091667,43.5
983,6.698333,50.218887
984,6.698333,50.218887
985,6.698333,50.218887
986,14.333333,49.5
987,17.0,50.0
988,17.0,50.0
989,-6.702778,29.709723
990,-6.702778,29.709723
991,-6.702778,29.709723
992,-6.702778,29.709723
993,7.941944,50.314167
994,-1.066667,41.133331
995,-6.702778,29.709723
996,-6.745278,29.775557
997,-8.1,27.5
998,-4.05,31.366667
999,-4.066667,31.383333
1000,-6.702778,29.709723
1001,-6.702778,29.709723
1002,-6.702778,29.709723
1003,-6.702778,29.709723
1004,-6.702778,29.709723
1005,-6.702778,29.709723
1006,-6.702778,29.709723
1007,-6.702778,29.709723
1008,-6.702778,29.709723
1009,-6.702778,29.709723
1010,-6.702778,29.709723
1011,-6.702778,29.709723
1012,-6.702778,29.709723
1013,-6.702778,29.709723
1014,-6.702778,29.709723
1015,-6.702778,29.709723
1016,-6.702778,29.709723
1017,-6.702778,29.709723
1018,-7.933333,33.116669
1019,13.0,46.5
1020,-74.328194,41.380295
1021,13.0,46.5
1022,-4.483333,48.400002
1023,-6.702778,29.709723
1024,-6.702778,29.709723
1025,-4.066667,31.383333
1026,-4.313889,31.210833
1027,-5.05,31.016666
1028,-4.066667,31.383333
1029,-4.066667,31.383333
1030,-4.5,31.75
1031,-4.5,31.75
1032,-6.745278,29.775557
1033,-6.702778,29.709723
1034,-4.981667,31.178057
1035,-4.066667,31.383333
1036,-6.702778,29.709723
1037,-6.702778,29.709723
1038,3.354167,43.599998
1039,-7.933333,33.116669
1040,-4.066667,31.383333
1041,-4.066667,31.383333
1042,-6.702778,29.709723
1043,-4.066667,31.383333
1044,-5.028889,30.970833
1045,-4.483333,48.400002
1046,-5.028889,30.970833
1047,148.816666,-34.950832
1048,148.816666,-34.950832
1049,18.9,-32.183334
1050,19.4125,-32.637501
1051,21.833332,-33.299999
1052,22.433332,-33.308334
1053,19.366667,-33.333332
1054,24.741667,-33.516666
1055,148.816666,-34.950832
1056,148.816666,-34.950832
1057,148.823059,-35.038612
1058,-99.0,76.0
1059,-99.0,76.0
1060,-99.300003,76.300003
1061,-99.300003,76.300003
1062,-5.616667,33.233334
1063,148.816666,-34.950832
1064,148.816666,-34.950832
1065,-68.0,-15.5
1066,-5.028889,30.970833
1067,67.379166,39.211666
1068,6.8075,50.092777
1069,6.758889,50.341946
1070,-139.166672,65.48333
1071,-137.441666,65.691666
1072,-137.441666,65.691666
1073,148.816666,-34.950832
1074,148.816666,-34.950832
1075,148.816666,-34.950832
1076,148.816666,-34.950832
1077,148.816666,-34.950832
1078,148.816666,-34.950832
1079,-3.9,31.299999
1080,148.816666,-34.950832
1081,148.816666,-34.950832
1082,-5.616667,33.233334
1083,-99.0,76.0
1084,-99.300003,76.300003
1085,-99.300003,76.300003
1086,-99.300003,76.300003
1087,-99.300003,76.300003
1088,-99.300003,76.300003
1089,-99.0,76.300003
1090,-99.0,76.300003
1091,102.650002,41.616669
1092,102.650002,41.616669
1093,102.633331,41.633331
1094,102.633331,41.633331
1095,102.633331,41.633331
1096,-74.309998,42.669998
1097,-90.0,77.0
1098,-137.016663,65.683334
1099,-81.0,51.5
1100,-85.690277,45.770832
1101,-85.690277,45.770832
1102,-99.0,76.0
1103,-99.0,76.0
1104,-99.300003,76.300003
1105,-99.300003,76.300003
1106,-99.300003,76.300003
1107,-99.300003,76.300003
1108,-99.300003,76.300003
1109,-99.300003,76.300003
1110,-99.300003,76.300003
1111,-99.300003,76.300003
1112,-99.300003,76.300003
1113,-99.0,76.300003
1114,-99.0,76.300003
1115,-99.0,76.0
1116,-90.0,77.0
1117,-99.0,76.0
1118,-90.0,77.0
1119,-99.0,76.0
1120,-90.0,77.0
1121,102.650002,41.616669
1122,102.650002,41.616669
