,lng,lat
1123,102.650002,41.616669
1124,102.650002,41.616669
1125,102.633331,41.633331
1126,102.633331,41.633331
1127,-5.028889,30.970833
1128,102.650002,41.616669
1129,102.650002,41.616669
1130,102.633331,41.633331
1131,-6.745278,29.775557
1132,-99.0,76.0
1133,-137.016663,65.683334
1134,-99.0,76.0
1135,-99.300003,76.300003
1136,-99.300003,76.300003
1137,-99.0,76.300003
1138,-99.0,76.300003
1139,-66.489998,-18.58
1140,21.833332,-33.299999
1141,22.433332,-33.308334
1142,24.741667,-33.516666
1143,102.650002,41.616669
1144,102.650002,41.616669
1145,102.650002,41.616669
1146,102.650002,41.616669
1147,102.650002,41.616669
1148,102.650002,41.616669
1149,148.816666,-34.950832
1150,148.816666,-34.950832
1151,-90.0,77.0
1152,102.650002,41.616669
1153,102.633331,41.633331
1154,102.683334,41.650002
1155,-90.0,77.0
1156,-5.616667,33.233334
1157,-9.402222,28.520279
1158,-5.616667,33.233334
1159,148.816666,-34.950832
1160,148.816666,-34.950832
1161,149.579437,-32.602501
1162,52.0,72.0
1163,14.066667,49.916668
1164,14.333333,49.5
1165,14.066667,49.916668
1166,14.0,50.0
1167,14.0,50.0
1168,149.96666,-32.849998
1169,148.636383,-35.05722
1170,149.579437,-32.602501
1171,14.066667,49.916668
1172,14.066667,49.916668
1173,14.133333,49.966667
1174,-128.544449,63.279167
1175,13.0,46.5
1176,14.333333,49.5
1177,14.0,50.0
1178,14.066667,49.916668
1179,-4.216667,31.416668
1180,14.066667,49.916668
1181,14.133333,49.966667
1182,76.5,46.700001
1183,14.066667,49.916668
1184,14.066667,49.916668
1185,149.96666,-32.849998
1186,-6.85,34.033333
1187,14.333333,49.5
1188,14.13,49.959999
1189,14.0,50.0
1190,14.0,50.0
1191,14.066667,49.916668
1192,14.133333,49.966667
1193,149.96666,-32.849998
1194,149.600006,-33.400002
1195,-4.216667,31.416668
1196,14.133333,49.966667
1197,147.386108,-37.779167
1198,174.0,-40.0
1199,-64.330002,48.880001
1200,14.333333,49.5
1201,14.333333,49.5
1202,14.0,50.0
1203,14.4175,50.051109
1204,60.133331,61.299999
1205,13.0,46.5
1206,13.0,46.5
1207,14.333333,49.5
1208,14.066667,49.916668
1209,14.0,50.0
1210,59.983334,59.566666
1211,60.166668,61.266666
1212,148.949997,-32.583332
1213,148.949997,-32.583332
1214,148.949997,-32.583332
1215,148.949997,-32.583332
1216,148.949997,-32.583332
1217,148.949997,-32.583332
1218,148.949997,-32.583332
1219,148.949997,-32.583332
1220,148.949997,-32.583332
1221,148.949997,-32.583332
1222,148.949997,-32.583332
1223,148.949997,-32.583332
1224,148.949997,-32.583332
1225,148.949997,-32.583332
1226,14.333333,49.5
1227,14.333333,49.5
1228,14.0,50.0
1229,13.0,46.5
1230,148.949997,-32.583332
1231,148.949997,-32.583332
1232,148.949997,-32.583332
1233,148.949997,-32.583332
1234,148.949997,-32.583332
1235,14.333333,49.5
1236,14.0,50.0
1237,14.0,50.0
1238,14.0,50.0
1239,-100.750275,73.663055
1240,52.0,72.0
1241,148.949997,-32.583332
1242,148.949997,-32.583332
1243,148.949997,-32.583332
1244,148.949997,-32.583332
1245,148.949997,-32.583332
1246,148.949997,-32.583332
1247,148.949997,-32.583332
1248,148.949997,-32.583332
1249,148.949997,-32.583332
1250,148.949997,-32.583332
1251,148.949997,-32.583332
1252,148.949997,-32.583332
1253,148.949997,-32.583332
1254,148.949997,-32.583332
1255,148.949997,-32.583332
1256,148.949997,-32.583332
1257,148.949997,-32.583332
1258,148.949997,-32.583332
1259,148.949997,-32.583332
1260,148.949997,-32.583332
1261,148.949997,-32.583332
1262,148.949997,-32.583332
1263,148.949997,-32.583332
1264,148.949997,-32.583332
1265,148.949997,-32.583332
1266,148.949997,-32.583332
1267,148.949997,-32.583332
1268,148.949997,-32.583332
1269,148.949997,-32.583332
1270,148.949997,-32.583332
1271,148.949997,-32.583332
1272,148.949997,-32.583332
1273,148.949997,-32.583332
1274,148.949997,-32.583332
1275,148.949997,-32.583332
1276,148.949997,-32.583332
1277,148.949997,-32.583332
1278,148.949997,-32.583332
1279,148.949997,-32.583332
1280,148.949997,-32.583332
1281,148.949997,-32.583332
1282,148.949997,-32.583332
1283,148.949997,-32.583332
1284,148.949997,-32.583332
1285,148.949997,-32.583332
1286,148.949997,-32.583332
1287,-73.98333,42.020832
1288,-1.85,31.916668
1289,-1.85,31.916668
1290,146.072998,-37.608002
1291,145.886993,-37.671001
1292,145.828003,-37.703999
1293,145.826004,-37.708
1294,145.802002,-37.722
1295,145.904007,-37.722
1296,-1.85,31.916668
1297,106.183334,22.233334
1298,14.333333,49.5
1299,14.066667,49.916668
1300,14.0,50.0
1301,13.0,46.5
1302,-6.85,34.033333
1303,-6.85,34.033333
1304,14.333333,49.5
1305,76.5,46.700001
1306,77.75,48.0
1307,106.183334,22.233334
1308,76.5,46.700001
1309,-4.066667,31.383333
1310,-6.016667,33.433334
1311,-6.85,34.033333
1312,-6.85,34.033333
1313,14.333333,49.5
1314,14.0,50.0
1315,14.0,50.0
1316,-4.966667,30.85
1317,-4.333333,30.333332
1318,-4.066667,31.383333
1319,-4.5,31.75
1320,-4.915,30.841389
1321,-4.915,30.841389
1322,14.333333,49.5
1323,14.333333,49.5
1324,14.0,50.0
1325,-6.85,34.033333
1326,14.333333,49.5
1327,14.066667,49.916668
1328,148.949997,-32.583332
1329,148.949997,-32.583332
1330,148.949997,-32.583332
1331,148.949997,-32.583332
1332,148.949997,-32.583332
1333,148.949997,-32.583332
1334,148.949997,-32.583332
1335,148.949997,-32.583332
1336,148.949997,-32.583332
1337,148.949997,-32.583332
1338,148.949997,-32.583332
1339,148.949997,-32.583332
1340,148.949997,-32.583332
1341,148.949997,-32.583332
1342,148.949997,-32.583332
1343,148.949997,-32.583332
1344,148.949997,-32.583332
1345,148.949997,-32.583332
1346,148.949997,-32.583332
1347,148.949997,-32.583332
1348,148.949997,-32.583332
1349,148.949997,-32.583332
1350,148.949997,-32.583332
1351,148.949997,-32.583332
1352,148.949997,-32.583332
1353,148.949997,-32.583332
1354,148.949997,-32.583332
1355,148.949997,-32.583332
1356,148.949997,-32.583332
1357,148.949997,-32.583332
1358,148.949997,-32.583332
1359,148.949997,-32.583332
1360,148.949997,-32.583332
1361,148.949997,-32.583332
1362,148.949997,-32.583332
1363,148.949997,-32.583332
1364,148.949997,-32.583332
1365,148.949997,-32.583332
1366,148.949997,-32.583332
1367,148.949997,-32.583332
1368,148.949997,-32.583332
1369,148.949997,-32.583332
1370,148.949997,-32.583332
1371,148.949997,-32.583332
1372,148.949997,-32.583332
1373,148.949997,-32.583332
1374,-6.85,34.033333
1375,106.183334,22.233334
1376,106.666664,22.683332
1377,-6.85,34.033333
1378,14.333333,49.5
1379,-6.85,34.033333
1380,-6.85,34.033333
1381,14.333333,49.5
1382,14.066667,49.916668
1383,14.0,50.0
1384,-4.915,30.841389
1385,-5.083611,30.668888
1386,14.333333,49.5
1387,14.333333,49.5
1388,14.333333,49.5
1389,14.0,50.0
1390,14.0,50.0
1391,14.0,50.0
1392,-4.566667,30.633333
1393,-135.25,64.75
1394,-100.5,73.5
1395,145.779999,-41.367001
1396,148.683334,-33.200001
1397,146.583328,-38.083332
1398,144.758331,-36.750832
1399,14.333333,49.5
1400,14.333333,49.5
1401,14.333333,49.5
1402,14.0,50.0
1403,60.133331,61.299999
1404,66.128891,40.468887
1405,66.128891,40.468887
1406,14.333333,49.5
1407,14.333333,49.5
1408,14.183333,49.933334
1409,14.183333,49.933334
1410,14.333333,49.5
1411,14.0,50.0
1412,-96.5,34.5
1413,-68.879997,-30.268
1414,-81.5,51.0
1415,14.333333,49.5
1416,14.0,50.0
1417,14.333333,49.5
1418,14.333333,49.5
1419,14.333333,49.5
1420,14.333333,49.5
1421,14.183333,49.933334
1422,14.183333,49.933334
1423,14.183333,49.933334
1424,14.083333,49.950001
1425,14.083333,49.950001
1426,14.466667,50.083332
1427,-7.3,31.366667
1428,26.633333,48.566666
1429,-100.0,73.5
1430,14.333333,49.5
1431,14.333333,49.5
1432,-125.0,62.25
1433,-124.783333,62.480556
1434,-124.783333,62.480556
1435,-82.25,36.75
1436,-124.783333,62.480556
1437,-116.283333,39.933334
1438,-136.916672,64.566666
1439,-99.0,72.666664
1440,-100.0,73.5
1441,-100.0,73.5
1442,-100.0,73.5
1443,-100.0,73.5
1444,-100.0,73.5
1445,-100.0,73.5
1446,-94.5,75.833336
1447,-94.583336,75.866669
1448,-94.5,76.0
1449,14.333333,49.5
1450,14.333333,49.5
1451,14.183333,49.933334
1452,14.183333,49.933334
1453,14.183333,49.933334
1454,14.183333,49.933334
1455,-2.2,29.516666
1456,-7.3,31.366667
1457,-7.933333,33.116669
1458,-6.85,34.033333
1459,-6.85,34.033333
1460,26.216667,48.549999
1461,26.633333,48.566666
1462,26.133333,48.599998
1463,26.133333,48.599998
1464,26.15,48.599998
1465,25.799999,49.016666
1466,25.4,49.083332
1467,-124.783333,62.480556
1468,-124.783333,62.480556
1469,-124.783333,62.480556
1470,-124.783333,62.480556
1471,-124.783333,62.480556
1472,-136.725006,65.633331
1473,14.333333,49.5
1474,14.333333,49.5
1475,14.016667,49.900002
1476,14.183333,49.933334
1477,14.133333,49.933334
1478,14.183333,49.933334
1479,14.466667,50.083332
1480,-7.7538,32.648602
1481,26.15,48.599998
1482,68.394447,39.645832
1483,14.333333,49.5
1484,14.333333,49.983334
1485,14.343056,50.002777
1486,14.466667,50.083332
1487,144.758331,-36.750832
1488,14.333333,49.5
1489,14.333333,49.5
1490,14.333333,49.983334
1491,14.333333,49.983334
1492,14.419722,50.080833
1493,14.466667,50.083332
1494,-7.3,31.366667
1495,-6.85,34.033333
1496,-6.85,34.033333
