accepted_name,max_ma,min_ma,ref_author,ref_pubyr,phylum,class,order,family,genus,abund_value,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,formation,stratcomments,environment,collectors,taxonomy_comments,primary_reference
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.333332,common,"unit 2, Montebello Member, Mahantango Fm., Falling Springs, PA",,,US,Mahantango,,,,,
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.416668,present,"Unit 1 (39 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, P",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.416668,common,"Unit 2 (top of unit), upper shale member, Mahantango Fm., New Bloomfield, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.416668,present,"Unit 2 (1 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.416668,present,"Unit 2 (7 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.416668,common,"Unit 2 (75 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, P",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.166664,40.416668,common,"Unit 3 (84-86 ft. below top), upper shale member, Mahantango Fm., New Bloomfield",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.000000,40.416668,common,"Unit 6, upper shale member, Mahantango Fm., Amity Hall, PA",,,US,Mahantango,,,,,
Dipleura dekayi,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.000000,40.416668,abundant,"Unit 12, Montebello Member, Mahantango Fm., Amity Hall, PA",,,US,Mahantango,,marine indet.,,"Relative abundance information:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Dipleura dekayi,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,rr,-74.870003,42.520000,,Maryland 22B5,,,US,Tully,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Dipleura dekayi,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.730003,42.669998,,South Lansing 4A,,,US,Moscow,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Dipleura dekayi,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.730003,42.669998,,South Lansing 4C,,,US,Moscow,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Dipleura dekayi,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.730003,42.669998,,South Lansing 4D,,,US,Moscow,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Dipleura dekayi,387.7,382.7,Sessa,2003,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.730003,42.669998,,GroSpez2,,,US,Moscow,,offshore,,,"J. A. Sessa. 2003. The Dynamics of Rapid, Asynchronous Biotic Turnover in the Middle Devonian Appalachian Basin of New York."
Dipleura dekayi,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,rr,-75.570000,42.680000,,Smyrna 18A1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Dipleura dekayi,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,rr,-75.459999,42.680000,,Sherburne 19B2,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Dipleura dekayi,387.7,382.7,Baird and Brett,1983,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-77.830002,42.770000,,Fall Brook Coral Bed (Locality 14),,,US,Moscow,,marine indet.,,,G. C. Baird and C. E. Brett. 1983. Regional variation and paleontology of two coral beds in the Middle Devonian Hamilton Group of Western New York. Journal of Paleontology 57(3):417-446
Dipleura dekayi,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-76.987503,42.775002,,"Tropidoleptus-Longispina interval, Jaycox Member, Seneca Lake Valley, Ontario Co",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-76.987503,42.775002,,"upper shale, Jaycox Member, Seneca Lake Valley, Ontario Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.566109,42.788055,,"Locality 21 (Payne Brook), Camarotoechia sandstones, Mottville Member, Madison C",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.800003,42.790001,,West Brook 5C,,,US,Tully,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.269722,42.791111,,"Locality 29 (Button Falls), Camarotoechia sandstones, Mottville Member, Madison",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.691666,42.799999,,"Locality 1, Limestone ""a"", Mottville Member, Cayuga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-74.938889,42.808334,,"Locality 34 (Rum Hill), Camarotoechia sandstones, Mottville Member, Otsego Co.,",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Sessa,2003,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.910004,42.810001,,HFAmsLS1,,,US,Moscow,,offshore,,,"J. A. Sessa. 2003. The Dynamics of Rapid, Asynchronous Biotic Turnover in the Middle Devonian Appalachian Basin of New York."
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.103333,42.818611,,"Locality 32 (County Rd 24), Camarotoechia sandstones, Mottville Member, Otsego C",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.779999,42.830002,,South Lansing 2C,,,US,Moscow,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.016670,42.833332,,"Locality 31 (County Rd 24), Camarotoechia sandstones, Mottville Member, Otsego C",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,4,-75.577782,42.845833,,"Locality 20 (Pecksport), Camarotoechia sandstones, Mottville Member, Madison Co.",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.175003,42.845833,,"Locality 30 (Plainfield Center), Camarotoechia sandstones, Mottville Member, Ots",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Miller,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-78.641670,42.849998,,"BCVS3-12, Buffalo Creek, Wanakah Shale, Erie Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Fisher,1951,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,,-78.366669,42.849998,rr,"marcasite horizon, Ludlowville Formation, marcasite concretion fauna, western NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-76.150002,42.858334,,"Locality 10 (Bear Mountain Ravine, Rattlesnake Gulf), Limestone ""a"", Mottville M",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,3,-76.141670,42.862499,,"Locality 11 (Rainbow Creek), Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-76.141670,42.862499,,"Locality 11 (Rainbow Creek), Tropidoleptus shales, Mottville Member, Onondaga Co",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.141670,42.862499,,"Locality 11 (Rainbow Creek), Limestone ""b"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.424164,42.863335,,"Locality 24 (Tinker Hollow Road), Camarotoechia sandstones, Mottville Member, Ma",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.556946,42.873611,,"Locality 19 (Livermore Gully?), Camarotoechia sandstones, Mottville Member, Madi",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.366669,42.883331,,"Locality 27 (Tubbs Road), Camarotoechia sandstones, Mottville Member, Oneida  Co",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.522224,42.884724,,"Locality 22 (Johnnycake Hill Ravine), Camarotoechia sandstones, Mottville Member",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.570831,42.887501,,"Locality 18 (Crow Hill Road), Limestone ""a"", Mottville Member, Madison Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-76.466667,42.900002,,"Locality 2, Limestone ""a"", Mottville Member, Cayuga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.604164,42.904167,,"Locality 17 (Whites Corners Road), Camarotoechia sandstones, Mottville Member, M",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.994446,42.931110,,"Locality 13, Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-75.994446,42.931110,,"Locality 13 (Pratts Falls), Tropidoleptus shales, Mottville Member, Onondaga Co.",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.994446,42.931110,,"Locality 13 (Pratts Falls), Limestone ""b"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-76.250000,42.937500,,"Locality 7, Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.250000,42.937500,,"Locality 7 (Tanner Road), Limestone ""b"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-76.072220,42.941666,,"Locality 12, Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.429169,42.945831,,"Locality 5, Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,3,-75.883331,42.954166,,"Locality 15 (NY Central RR tunnel), Limestone ""a"", Mottville Member, Madison Co.",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-76.441666,42.970833,,"Locality 4, Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,1,-76.341667,42.983334,,"Locality 6, Limestone ""a"", Mottville Member, Onondaga Co., NY",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,3,-75.854164,42.983334,,"Locality 16 (western Chittenango Valley), Limestone ""a"", Mottville Member, Madis",,,US,,,,,,
Dipleura dekayi,387.7,382.7,Grasso,1986,Arthropoda,Trilobita,Phacopida,Homalonotidae,Dipleura,2,-75.410553,43.000000,,"Locality 23 (Stone Road), Camarotoechia sandstones, Mottville Member, Madison Co",,,US,,,,,,
Acanthopyge granulosa,387.7,382.7,Weyer and Zagora,1990,Arthropoda,Trilobita,Lichida,Lichidae,Acanthopyge,,10.800000,51.766666,,Buchenburg Anticline,,"Buchenburg Anticline, Germany",DE,,,,,,
Echinolichas lucasensis,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Lichida,Lichidae,Echinolichas,,-83.716667,41.716667,,Silica Formation Unit 10,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Day,1988,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-106.440002,32.759998,,Onate - Dichacaenia umbonata Zone,,,US,Onate,conodont zones are estimates from correlative successions elsewhere in NA,marine indet.,,,"J. E. Day. 1988. Stratigraphy, Biostratigraphy, and Depositional History of the Givetian and Frasnian Strata in the San Andres and Sacremento Mountains of Southern New Mexico."
Eldredgeops rana,387.7,382.7,Sumrall et al.,2009,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-84.083336,37.716667,,Drowning Creek Area,,,US,,,,,,
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.916664,40.333332,present,"Unit 3, Montebello Member, Mahantango Fm., Rockville, Perry Co., PA",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.166664,40.416668,present,"Unit 1 (13 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, P",,,US,Mahantango,13 feet below top of unit,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.166664,40.416668,present,"Unit 1 (25 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, P",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.166664,40.416668,common,"Unit 1 (30 ft. below top), upper shale member, Mahantango Fm., New Bloomfield, P",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.166664,40.416668,present,"Unit 3 (117 ft. below top), upper shale member, Mahantango Fm., New Bloomfield,",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.000000,40.416668,common,"Unit 1 (7 ft. below top), upper shale member, Mahantango Fm., Amity Hall, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.000000,40.416668,present,"Unit 1 (11 ft. below top), upper shale member, Mahantango Fm., Amity Hall, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.000000,40.416668,common,"Unit 1 (17 ft. below top), upper shale member, Mahantango Fm., Amity Hall, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info:  present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Ellison,1965,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.916664,40.500000,common,"Unit 1(4ft below top), Upper Shale Member Mahantango Fm, Girty's Notch, PA",,,US,Mahantango,,marine indet.,,"Relative abundance info: present (1 specimen collected), common (2-10 specimens collected), abundant (more than 10 specimens collected), very abundant (sample extremely rich in a given species)",R. L. Ellison. 1965. Stratigraphy and Paleontology of the Mahantango Formation in south-central Pennsylvania. Pennsylvania Geological Survey Bulletin G48
Eldredgeops rana,387.7,382.7,Stumm,1942,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.000000,41.000000,"""Characteristic species""","Plum Brook Shale, Zone D",,,US,Plum Brook Shale,Local series listed as Hamilton,carbonate indet.,,,E.C. Stumm. 1942. Fauna and stratigraphic relations of the Prout Limestone and Plum Brook Shale of northern Ohio. Journal of Paleontology 16:549-563
Eldredgeops rana,387.7,382.7,Stumm,1942,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.000000,41.000000,"""Characteristic species""","Plum Brook Shale, Zone B",,,US,Plum Brook Shale,Local series listed as Hamilton,carbonate indet.,,,E.C. Stumm. 1942. Fauna and stratigraphic relations of the Prout Limestone and Plum Brook Shale of northern Ohio. Journal of Paleontology 16:549-563
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-84.849998,41.119999,,"Silica Shale, Unit A North",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-84.849998,41.119999,,Silica Shale Unit B - North,,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,3,-84.849998,41.119999,,"Silica Shale, Unit C North",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-84.849998,41.119999,,"Silica Shale, Unit C1x",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-84.849998,41.119999,,Silica Shale Unit B - South,,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-84.849998,41.119999,,"Silica Shale, Unit C1Y",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-84.849998,41.119999,,"Silica Shale, Unit C3 South",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-84.849998,41.119999,,Silica Shale Unit B - South,,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-84.849998,41.119999,,"Silica Shale, Unit A South",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,3,-84.849998,41.119999,,"Silica Shale, Unit C3 North",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Wiedman,1985,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-84.849998,41.119999,,"Silica Shale, Unit C2 North",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 1,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 6,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,"Silica Formation Unit 7 (7A,7B,7C)",,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 8,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 9A,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 9B,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 10,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 11,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 12,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.716667,41.716667,,Silica Formation Unit 13,,,US,Silica,,,,,
