accepted_name,max_ma,min_ma,ref_author,ref_pubyr,phylum,class,order,family,genus,abund_value,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,formation,stratcomments,environment,collectors,taxonomy_comments,primary_reference
Dechenella indonsinensis,410.8,407.6,Tong-Dzuy et al.,1988,Arthropoda,Trilobita,Proetida,Proetidae,Dechenella,,106.183334,22.233334,,"Song Hiem, Mia Le Beds",,,VN,Mia Le,"includes Yen Lac Member, Euryspirifer tonkinensis complex",coastal indet.,,,"T. Tong-Dzuy, T. H. Dang, and D. H. Nguyen, D. K. Nguyen, H. H. Nguyen, T. D. Nguyen, H. P. Ta, K. N. Pham, N. T. Doan. 1988. Stratigrafiya i tselenteraty Dewona W'etnama, 1: Stratigrafiya [Devonian stratigraphy and coelenterata of Vietnam, 1: Stratigraphy]"
Dechenellurus ursus,410.8,407.6,Maximova,1967,Arthropoda,Trilobita,Proetida,Proetidae,Dechenellurus,,76.500000,46.700001,,"River Ashiozek, northeast Prebaikal",,,KZ,Sardzhal,,marine indet.,,,"Z. A. Maximova. 1967. Late Silurian and Early Devonian trilobites of central Kazakhstan.  In D. H. Oswald (ed.), International Symposium on the Devonian System II. Calgary: Canadian Society of Petroleum Geologists."
Gerastos listei,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,,-4.066667,31.383333,,"Lower Hamar Laghdad Limestone, Hamar Laghdad (I,II,III,IV,V), SE Morocco",,,MA,Hamar Laghdad Limestone,Lower Hamar Laghdad Lst.,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Gerastos listei,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,,-6.016667,33.433334,,"Sidi Ahroun Limestone, Sidi Ahroun, Hercynian Massif, Morocco",,,MA,Sidi Ahroun Limestone,Sidi Ahroun-Kalk. Younger Pragian.,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Gerastos listei,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,,-6.850000,34.033333,,"Ghtira Limestone, RT VII/9-10, Rabat-Tiflet Area, Morocco",,,MA,Ghtira Limestone,Ghtira-kalk. Uppermost Pragian (ref. 7484). Mid to late Pragian (ref. 7485). Level RT VII/9 and VII/10.,marine indet.,,"Faunas of the R-T area include graptolites, tentaculitids, conodonts, and brachiopods. The last two groups have not been studied in detail.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Gerastos listei,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,,-6.850000,34.033333,,"Tiflet Limestone, RT X/6-7, Rabat-Tiflet Area, Morocco",,,MA,Tiflet Limestone,"Tiflet-Kalk. Youngest Pragian. Section RT X, levels 6 and 7.",marine indet.,,"Faunas of the R-T area include graptolites, tentaculitids, conodonts, and brachiopods. The last two groups have not been studied in detail.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Gerastos lisyi,410.8,407.6,ChlupaÌcÌŒ,1982,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,,14.333333,49.500000,,Koneprusy Limestone of the Pragian (CZE),,Reef 2189,CZ,,"""In the vicinity of Koneprusy, these limestones constitute a typical reef complex with biolithic reef-core limestones and coarsely detrital reef flank deposits""",,,,
Gerastos lisyi,410.8,382.7,Chlupac,1983,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,R,14.000000,50.000000,,"Reef-periphery scutelluid assemblage of the Pragian(Barrandian, Cze) Assem. 4b",,,CZ,,,,,,
Gerastos lisyi,410.8,382.7,Chlupac,1983,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,R,14.000000,50.000000,,"Reedops-Odontochile Assemblage of the Pragian(Barrandian, Cze) Assemblage 7",,,CZ,,,,,,
Hollandiella curvirostris,410.8,407.6,van Viersen and Lerouge,2020,Arthropoda,Trilobita,Proetida,Proetidae,Hollandiella,,-4.966667,30.850000,,Oued Atchana locality,,,MA,Ihandar,Late Pragian,carbonate indet.,,,"A. P. van Viersen and F. Lerouge. 2020. Cornuproetine (proetide) trilobites with nine thorax segments from the Devonian of Morocco, Germany and the Czech Republic. Palaeontologische Zeitschrift 94:227-254"
Hollandiella verecunda,410.8,407.6,van Viersen and Lerouge,2020,Arthropoda,Trilobita,Proetida,Proetidae,Hollandiella,,-4.333333,30.333332,,Tafraoute locality,,,MA,Ihandar,,carbonate indet.,Denckmann,,"A. P. van Viersen and F. Lerouge. 2020. Cornuproetine (proetide) trilobites with nine thorax segments from the Devonian of Morocco, Germany and the Czech Republic. Palaeontologische Zeitschrift 94:227-254"
Orbitoproetus ovalis,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Orbitoproetus,,-4.066667,31.383333,,"Lower Hamar Laghdad Limestone, Hamar Laghdad (I,II,III,IV,V), SE Morocco",,,MA,Hamar Laghdad Limestone,Lower Hamar Laghdad Lst.,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Orbitoproetus ovalis,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Orbitoproetus,,-4.500000,31.750000,,"Lower Tafilalt Limestone, Tafilalt Area, SE Morocco",,,MA,Tafilalt Limestone,Lower Tafilalt Limestone. Pragian.,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Podoliproetus mirdani,410.8,407.6,Johnson and Fortey,2012,Arthropoda,Trilobita,Proetida,Proetidae,Podoliproetus,,-4.915000,30.841389,,"05.5 m., Section 1, Jbel Oufatene",,,MA,Ihandar ,,carbonate indet.,,,"R. G. Johnson and R. A. Fortey. 2012. Proetid Trilobites from the Lower Devonian (Pragian) Ihandar Formation, Anti-Atlas, Morocco. Journal of Paleontology 86(6):1032-1050"
Podoliproetus mirdani,410.8,407.6,Johnson and Fortey,2012,Arthropoda,Trilobita,Proetida,Proetidae,Podoliproetus,,-4.915000,30.841389,,"32.5 m., Section 1, Jbel Oufatene",,Kolihapeltis Couche,MA,Ihandar ,Kolihapeltis Couche,carbonate indet.,,,"R. G. Johnson and R. A. Fortey. 2012. Proetid Trilobites from the Lower Devonian (Pragian) Ihandar Formation, Anti-Atlas, Morocco. Journal of Paleontology 86(6):1032-1050"
Podoliproetus perinsignis,410.8,407.6,ChlupaÌcÌŒ,1982,Arthropoda,Trilobita,Proetida,Proetidae,Podoliproetus,,14.333333,49.500000,Podoliproetus perinsignis kiten,Lodenice Limestone of the Pragian (CZE),,,CZ,,,marine indet.,,"Table 2 records Graptolites as present, Table 3 records Conodonts as present, Table 4 Ammonoids, Table 5 Tentaculita, Table 6 Trilobites, Table 7 records selected Brachiopods. Other taxa are listed as present or abundant in the text.",I. ChlupaÌcÌŒ. 1982. The Bohemian Lower Devonian Stages. Courier Forschungsinstitut Senckenberg 55:345-400h
Podoliproetus perinsignis,410.8,407.6,ChlupaÌcÌŒ,1982,Arthropoda,Trilobita,Proetida,Proetidae,Podoliproetus,,14.333333,49.500000,Podoliproetus perinsignis perinsignis,Dvorce-Prokop Limestone of the Pragian (CZE),,,CZ,,,deep subtidal indet.,,"Table 2 records Graptolites as present, Table 3 records Conodonts as present, Table 4 Ammonoids, Table 5 Tentaculita, Table 6 Trilobites, Table 7 records selected Brachiopods. Other taxa are listed as present in the text.",I. ChlupaÌcÌŒ. 1982. The Bohemian Lower Devonian Stages. Courier Forschungsinstitut Senckenberg 55:345-400h
Podoliproetus perinsignis,410.8,382.7,Chlupac,1983,Arthropoda,Trilobita,Proetida,Proetidae,Podoliproetus,R,14.000000,50.000000,Podoliproetus perinsignis perinsignis,"Reedops-Odontochile Assemblage of the Pragian(Barrandian, Cze) Assemblage 7",,,CZ,,,,,,
Podoliproetus perinsignis,410.8,407.6,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Podoliproetus,,-6.850000,34.033333,,"Ghtira Limestone, RT VII/9-10, Rabat-Tiflet Area, Morocco",,,MA,Ghtira Limestone,Ghtira-kalk. Uppermost Pragian (ref. 7484). Mid to late Pragian (ref. 7485). Level RT VII/9 and VII/10.,marine indet.,,"Faunas of the R-T area include graptolites, tentaculitids, conodonts, and brachiopods. The last two groups have not been studied in detail.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Proetina (Hamiroproetus) casteri,410.8,407.6,ChlupaÌcÌŒ,1982,Arthropoda,Trilobita,Proetida,Proetidae,Proetina (Hamiroproetus),,14.333333,49.500000,,Koneprusy Limestone of the Pragian (CZE),,Reef 2189,CZ,,"""In the vicinity of Koneprusy, these limestones constitute a typical reef complex with biolithic reef-core limestones and coarsely detrital reef flank deposits""",,,,
Proetina (Hamiroproetus) casteri,410.8,407.6,Chlupac,1983,Arthropoda,Trilobita,Proetida,Proetidae,Proetina (Hamiroproetus),R,14.066667,49.916668,Hamiproetus casteri,"Core reef scutelluid assemblage of the Pragian (Barrandian, Cze) Assemblage 4a",,,CZ,,,,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,5,148.949997,-32.583332,,Wellington Caves (G513),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,4,148.949997,-32.583332,,Wellington Caves (G514),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,5,148.949997,-32.583332,,Wellington Caves (G520),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,1,148.949997,-32.583332,,Wellington Caves (G523),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,2,148.949997,-32.583332,,Wellington Caves (G546),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,3,148.949997,-32.583332,,Wellington Caves (G607),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,3,148.949997,-32.583332,,Wellington Caves (G608),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,3,148.949997,-32.583332,,Wellington Caves (G609),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,1,148.949997,-32.583332,,Wellington Caves (M719),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,1,148.949997,-32.583332,,Wellington Caves (M740),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,1,148.949997,-32.583332,,Wellington Caves (M769),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,1,148.949997,-32.583332,,Wellington Caves (M779),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,2,148.949997,-32.583332,,Wellington Caves (M793),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,4,148.949997,-32.583332,,Wellington Caves (M794),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,3,148.949997,-32.583332,,Wellington Caves (M795),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,13,148.949997,-32.583332,,Wellington Caves (M798),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,54,148.949997,-32.583332,,Wellington Caves (M799),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,1,148.949997,-32.583332,,Wellington Caves (M804),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,3,148.949997,-32.583332,,Wellington Caves (M805),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,4,148.949997,-32.583332,,Wellington Caves (M806),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,6,148.949997,-32.583332,,Wellington Caves (M807),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,8,148.949997,-32.583332,,Wellington Caves (M808),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
Proetus (Coniproetus) irroratus,410.8,407.6,Chatterton et al.,1979,Arthropoda,Trilobita,Proetida,Proetidae,Coniproetus,3,148.949997,-32.583332,,Wellington Caves (M822),,,AU,Garra,"As do Lenz and Johnson (1985, ref.s 7167,7168), these authors interpret the formation as spanning Lochkovian to Pragian (specifically late Lochkovian to middle Pragian), based mainly on conodonts. As with the Lenz and Johnson brachiopods, the material here seems to be largely from the middle third. Strusz et al. (1999--PBDB ref.7152) conclude, based on brachiopods, that the material reported here is Pragian. Farrell (1992--PBDB ref. 7169), after studying the Garra in the type area to the south, concludes that the formation is diachronous, being younger here in the Wellington area, mainly Pragian sulcatus Zone, and late Lochkovian in the type area.",shallow subtidal indet.,,,
